datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,AVERAGE of Wind_MWh
2024-11-29,44.9,37.7,40.3,41.0,33.6,37.2,39.0,95.1,0.001,100,4.17,rain,0.0,0.0,13.8,7.5,30.5,1028.0,99.1,5.7,83.1,7.3,4.0,,2024-11-29T08:05:24,2024-11-29T17:01:59,0.94,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5408.958333
2024-11-30,51.9,34.3,40.4,51.9,29.8,37.9,37.3,89.6,0.0,0,0.0,,0.0,0.0,11.4,6.8,130.4,1028.2,69.3,6.8,71.3,6.1,3.0,,2024-11-30T08:06:36,2024-11-30T17:01:31,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2294.333333
2024-12-01,54.1,32.7,42.8,54.1,28.5,40.6,39.7,89.3,0.001,100,4.17,rain,0.0,0.0,13.2,7.3,128.9,1023.6,76.9,4.7,63.0,5.5,3.0,,2024-12-01T08:07:48,2024-12-01T17:01:06,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",5098.291667
2024-12-02,51.9,46.6,49.2,51.9,45.0,48.1,46.4,90.2,0.221,100,50.0,rain,0.0,0.0,15.3,6.6,194.4,1021.1,98.3,11.3,27.6,2.5,2.0,,2024-12-02T08:08:57,2024-12-02T17:00:44,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6288.666667
2024-12-03,46.6,34.3,41.9,44.9,34.3,41.0,38.6,88.3,0.009,100,16.67,rain,0.0,0.0,15.8,7.1,329.1,1022.6,98.4,11.8,38.4,3.3,2.0,,2024-12-03T08:10:06,2024-12-03T17:00:24,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",1988.875
2024-12-04,46.3,31.9,38.4,43.8,28.4,37.0,33.8,84.9,0.0,0,0.0,,0.0,0.0,14.3,6.9,348.7,1027.9,90.3,9.7,45.1,3.8,2.0,,2024-12-04T08:11:12,2024-12-04T17:00:07,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,LFLC,07379099999,07374099999,07477099999,LFLN",2160.458333
2024-12-05,50.5,29.0,38.2,50.5,23.5,34.5,33.1,82.8,0.0,0,0.0,,0.0,0.0,20.7,10.1,178.2,1025.8,96.3,11.1,40.7,3.5,2.0,,2024-12-05T08:12:17,2024-12-05T16:59:52,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11689.66667
2024-12-06,55.0,38.5,48.3,55.0,34.9,47.6,42.5,80.8,0.026,100,25.0,rain,0.0,0.0,28.9,13.3,248.5,1021.6,94.3,9.3,44.9,4.0,2.0,,2024-12-06T08:13:21,2024-12-06T16:59:41,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10113.54167
2024-12-07,50.4,39.2,45.1,50.4,33.6,41.0,38.8,78.5,0.253,100,41.67,rain,0.0,0.0,46.1,12.8,222.6,1012.5,95.1,11.4,29.3,2.5,2.0,,2024-12-07T08:14:23,2024-12-07T16:59:32,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",15910.75
2024-12-08,44.9,40.7,42.5,39.6,34.0,37.0,39.2,87.9,0.165,100,54.17,rain,0.0,0.3,28.4,11.7,293.9,1008.5,99.0,9.8,14.2,1.2,1.0,,2024-12-08T08:15:23,2024-12-08T16:59:25,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",13386.5
2024-12-09,42.1,39.0,40.9,38.2,33.2,34.8,37.4,87.1,0.024,100,16.67,rain,0.0,0.2,23.9,12.6,352.8,1015.5,99.8,12.1,28.5,2.4,1.0,,2024-12-09T08:16:21,2024-12-09T16:59:22,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",11298.33333
2024-12-10,38.8,36.5,38.1,38.4,32.5,34.3,33.7,84.0,0.0,0,0.0,,0.0,0.0,15.3,7.7,357.5,1021.0,100.0,11.5,25.7,2.1,1.0,,2024-12-10T08:17:17,2024-12-10T16:59:21,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",7271.208333
2024-12-11,37.9,29.2,33.7,37.5,28.2,33.2,31.6,92.3,0.0,0,0.0,,0.0,0.0,8.3,4.3,79.6,1026.2,98.3,5.1,64.7,5.5,3.0,,2024-12-11T08:18:11,2024-12-11T16:59:23,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4239.875
2024-12-12,35.5,31.9,33.5,33.6,26.3,29.9,30.6,88.9,0.0,0,0.0,,0.0,0.0,11.8,6.7,72.7,1028.3,97.2,6.2,66.9,5.8,3.0,,2024-12-12T08:19:03,2024-12-12T16:59:28,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2324.5
2024-12-13,38.2,29.9,33.7,37.7,25.2,30.0,32.2,94.5,0.0,0,0.0,,0.0,0.0,10.3,6.5,141.0,1026.0,99.0,4.1,47.7,4.0,2.0,,2024-12-13T08:19:53,2024-12-13T16:59:36,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1501.5
2024-12-14,45.0,35.9,40.1,45.0,33.5,37.6,38.3,93.3,0.133,100,45.83,rain,0.0,0.0,21.1,9.3,221.8,1025.6,98.9,7.7,27.4,2.5,1.0,,2024-12-14T08:20:40,2024-12-14T16:59:46,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2247.166667
2024-12-15,43.5,35.7,39.7,43.3,33.0,37.9,36.7,89.4,0.022,100,12.5,rain,0.0,0.0,12.4,5.7,268.4,1035.7,93.7,7.2,21.4,1.9,1.0,,2024-12-15T08:21:26,2024-12-15T16:59:59,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5450.166667
2024-12-16,47.2,34.1,39.2,46.1,31.0,36.7,36.5,90.4,0.0,0,0.0,,0.0,0.0,12.3,7.2,144.0,1038.9,94.2,8.4,38.4,3.2,2.0,,2024-12-16T08:22:09,2024-12-16T17:00:15,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4371.708333
2024-12-17,45.3,31.4,36.8,45.3,27.1,35.7,35.3,94.7,0.001,100,4.17,"rain,snow",0.0,0.0,10.5,4.7,158.8,1031.2,95.0,4.8,45.5,3.9,2.0,,2024-12-17T08:22:50,2024-12-17T17:00:34,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3815.5
2024-12-18,56.5,34.8,44.6,56.5,31.7,43.0,38.0,78.9,0.0,0,0.0,,0.0,0.0,16.3,10.0,181.7,1024.2,89.5,9.0,55.8,4.8,3.0,,2024-12-18T08:23:29,2024-12-18T17:00:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",12049.95833
2024-12-19,58.6,38.6,48.7,58.6,31.8,45.9,40.7,73.8,0.077,100,29.17,rain,0.0,0.0,38.4,14.7,247.0,1014.3,96.0,12.5,25.4,2.3,2.0,,2024-12-19T08:24:05,2024-12-19T17:01:19,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",13135.95833
2024-12-20,42.8,37.2,39.4,39.9,31.4,35.2,34.6,83.0,0.007,100,8.33,rain,0.0,0.0,25.0,12.2,302.4,1027.0,98.0,11.9,41.5,3.5,2.0,,2024-12-20T08:24:39,2024-12-20T17:01:45,0.66,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",6722.75
2024-12-21,50.1,39.1,43.9,50.1,34.1,40.2,39.0,82.8,0.034,100,25.0,rain,0.0,0.0,17.5,9.5,185.2,1025.5,98.7,11.9,20.4,1.8,1.0,,2024-12-21T08:25:10,2024-12-21T17:02:15,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",11021.33333
2024-12-22,53.1,38.2,46.1,53.1,31.3,42.1,39.5,78.1,0.367,100,58.33,rain,0.0,0.0,38.6,17.6,262.3,1016.0,96.0,12.6,30.6,2.6,2.0,,2024-12-22T08:25:39,2024-12-22T17:02:46,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",14761.41667
2024-12-23,42.1,38.8,40.5,36.0,30.8,33.5,34.2,78.1,0.032,100,25.0,rain,0.0,0.0,33.2,15.5,304.0,1023.0,99.3,10.5,22.6,2.2,1.0,,2024-12-23T08:26:05,2024-12-23T17:03:21,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9582.583333
2024-12-24,43.9,37.6,40.5,42.1,35.0,39.0,36.7,86.4,0.005,100,4.17,rain,0.0,0.0,17.3,8.2,331.6,1030.1,99.1,11.5,34.4,2.9,2.0,,2024-12-24T08:26:28,2024-12-24T17:03:58,0.79,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",2175.125
2024-12-25,45.0,38.7,41.3,43.6,38.1,40.1,39.5,93.7,0.0,0,0.0,,0.0,0.0,9.6,5.5,359.2,1034.2,98.6,7.4,28.3,2.3,2.0,,2024-12-25T08:26:49,2024-12-25T17:04:37,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1192.166667
2024-12-26,42.1,30.9,36.4,40.8,27.2,34.6,34.2,92.0,0.0,0,0.0,,0.0,0.1,11.6,6.8,52.3,1033.2,97.4,7.1,65.2,5.8,3.0,,2024-12-26T08:27:07,2024-12-26T17:05:19,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2210.875
2024-12-27,45.1,29.9,34.6,44.8,23.8,32.5,31.8,90.2,0.001,100,4.17,"rain,snow",0.0,0.1,11.0,6.2,175.6,1032.7,91.2,4.6,71.3,6.0,3.0,,2024-12-27T08:27:23,2024-12-27T17:06:03,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",897.7083333
2024-12-28,49.6,29.1,34.9,49.6,25.2,32.4,30.8,85.8,0.001,100,4.17,rain,0.0,0.0,10.3,5.0,220.9,1031.3,69.9,7.2,71.3,6.0,3.0,,2024-12-28T08:27:36,2024-12-28T17:06:49,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",422.0416667
2024-12-29,29.9,26.8,28.5,29.8,23.1,26.7,28.2,99.1,0.0,0,0.0,,0.0,0.0,8.2,4.3,339.4,1033.1,100.0,0.7,65.1,5.5,3.0,,2024-12-29T08:27:46,2024-12-29T17:07:38,0.95,Overcast,Cloudy skies throughout the day.,fog,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",484.3333333
2024-12-30,29.7,26.5,28.5,29.7,21.1,25.9,28.2,99.0,0.0,0,0.0,,0.0,0.0,9.0,5.4,111.8,1033.1,100.0,1.5,71.1,6.0,3.0,,2024-12-30T08:27:54,2024-12-30T17:08:29,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",749.9583333
2024-12-31,29.9,25.4,27.7,29.7,19.4,25.1,27.4,98.7,0.001,100,4.17,"rain,snow",0.0,0.0,12.4,6.6,154.1,1033.1,99.7,1.1,73.0,6.3,3.0,,2024-12-31T08:27:58,2024-12-31T17:09:22,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4495.75
2025-01-01,51.3,27.6,38.2,51.3,22.3,33.9,25.0,59.8,0.002,100,8.33,rain,0.0,4.1,17.0,8.8,207.6,1028.2,37.8,8.5,73.2,6.4,3.0,,2025-01-01T08:28:01,2025-01-01T17:10:18,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07460099999,03248001,07379099999,LFLC,07374099999,03060001,42253001,71491001,07477099999,LFLN",14395.91667
2025-01-02,46.4,34.7,41.5,40.7,29.7,35.7,33.2,73.3,0.314,100,37.5,"rain,snow",0.1,4.3,31.4,13.6,224.0,1020.4,98.9,12.9,16.1,1.1,1.0,,2025-01-02T08:28:00,2025-01-02T17:11:15,0.09,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"03248001,07379099999,07374099999,03060001,42253001,71491001",5584.541667
2025-01-03,35.5,24.4,32.1,33.7,19.0,29.6,30.3,93.1,0.042,100,12.5,"rain,snow",0.0,5.4,11.6,5.0,17.3,1024.5,97.1,11.3,23.3,2.0,1.0,,2025-01-03T08:27:57,2025-01-03T17:12:14,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"03248001,07379099999,07374099999,03060001,42253001,71491001",2837.5
2025-01-04,46.7,20.4,32.2,42.1,14.6,27.6,30.0,91.9,0.214,100,33.33,rain,0.0,4.9,22.0,9.6,205.1,1018.9,86.4,10.2,19.7,1.7,1.0,,2025-01-04T08:27:50,2025-01-04T17:13:16,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03248001,07379099999,07374099999,03060001,42253001,71491001",5670.875
2025-01-05,55.1,47.8,51.5,55.1,43.5,50.7,42.5,71.9,0.0,0,0.0,,0.0,2.5,35.4,15.5,205.2,1005.8,97.9,16.8,49.8,4.3,2.0,,2025-01-05T08:27:42,2025-01-05T17:14:19,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"03248001,07379099999,07374099999,03060001,42253001,71491001",16764.45833
2025-01-06,54.4,40.5,49.1,54.4,34.9,47.3,39.0,68.4,0.019,100,20.83,rain,0.0,0.9,43.1,16.7,212.4,1000.5,92.9,17.2,36.4,3.1,2.0,,2025-01-06T08:27:30,2025-01-06T17:15:24,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03248001,07379099999,07374099999,03060001,42253001,71491001",17656.83333
2025-01-07,44.3,37.8,41.3,41.1,31.7,36.5,35.0,78.1,0.023,100,25.0,rain,0.0,0.2,26.1,10.2,224.1,1010.3,90.8,15.9,50.4,4.3,3.0,,2025-01-07T08:27:16,2025-01-07T17:16:31,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03248001,07379099999,07374099999,03060001,03180001,42253001,71491001,63125002",12310.29167
2025-01-08,55.6,43.9,50.9,55.6,38.6,49.1,43.8,76.9,0.189,100,45.83,rain,0.0,0.0,32.6,13.4,211.5,1006.5,99.0,15.4,40.2,3.3,2.0,,2025-01-08T08:26:59,2025-01-08T17:17:39,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03248001,07379099999,07374099999,03060001,42253001,71491001",8742.416667
2025-01-09,51.4,31.9,45.1,51.4,25.4,41.3,39.4,80.9,0.229,100,54.17,"rain,snow",0.0,0.0,40.1,15.9,247.3,1009.7,98.8,15.2,26.3,2.2,1.0,,2025-01-09T08:26:40,2025-01-09T17:18:49,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"03248001,07379099999,07374099999,03060001,03180001,42253001,71491001,63125002",10248.25
2025-01-10,38.7,31.1,34.5,33.9,25.6,30.3,33.5,96.1,0.494,100,58.33,"rain,snow",2.5,0.4,16.2,8.4,320.0,1020.1,99.8,7.2,12.3,1.0,1.0,,2025-01-10T08:26:17,2025-01-10T17:20:01,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"03248001,07379099999,07374099999,03060001,42253001,71491001",3261.291667
2025-01-11,36.3,25.8,32.4,36.3,18.7,26.7,29.9,90.8,0.018,100,20.83,rain,0.0,0.0,18.6,9.7,351.7,1025.6,80.5,11.4,63.6,5.5,3.0,,2025-01-11T08:25:53,2025-01-11T17:21:14,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03248001,07379099999,07374099999,03060001,42253001,71491001",2230.041667
2025-01-12,31.1,24.5,27.5,22.6,15.6,19.3,23.7,85.8,0.0,0,0.0,,0.0,0.0,23.0,11.1,17.0,1037.1,92.9,14.5,47.0,3.9,2.0,,2025-01-12T08:25:25,2025-01-12T17:22:28,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"03248001,07379099999,07374099999,03060001,42253001,71491001",3476.208333
2025-01-13,31.1,19.9,24.2,25.7,11.5,17.3,19.9,84.0,0.0,0,0.0,,0.0,0.0,19.5,8.9,23.1,1037.5,2.1,11.9,85.2,7.3,4.0,,2025-01-13T08:24:55,2025-01-13T17:23:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"03248001,07379099999,07374099999,03060001,42253001,71491001,63125002",4257.708333
2025-01-14,34.0,18.0,24.8,28.1,12.1,20.1,17.0,73.6,0.0,0,0.0,,0.0,0.0,19.5,8.2,52.2,1035.9,3.8,7.0,85.4,7.3,4.0,,2025-01-14T08:24:23,2025-01-14T17:25:02,0.52,Clear,Clear conditions throughout the day.,clear-day,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",2161.375
2025-01-15,34.1,23.7,29.0,29.4,15.7,22.6,21.5,75.3,0.001,100,4.17,"rain,snow",0.0,0.0,18.5,8.2,49.1,1033.6,54.2,3.4,32.1,2.8,2.0,,2025-01-15T08:23:48,2025-01-15T17:26:20,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",2831.625
2025-01-16,36.2,26.8,31.4,33.0,23.4,26.9,29.5,92.8,0.001,100,4.17,rain,0.0,0.0,20.7,8.9,38.3,1032.4,65.4,4.4,59.0,5.0,3.0,,2025-01-16T08:23:10,2025-01-16T17:27:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",3843.666667
2025-01-17,42.0,26.7,31.5,39.1,21.1,26.8,26.2,81.4,0.001,100,4.17,rain,0.0,0.0,14.2,7.1,310.9,1034.6,23.8,5.6,86.1,7.4,4.0,,2025-01-17T08:22:30,2025-01-17T17:29:00,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",1097.208333
2025-01-18,39.4,27.7,32.1,36.6,22.9,29.2,24.9,75.9,0.0,0,0.0,,0.0,0.0,15.4,5.7,56.0,1028.5,95.5,3.8,84.0,7.3,4.0,,2025-01-18T08:21:47,2025-01-18T17:30:21,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",1341.541667
2025-01-19,39.8,29.2,33.2,37.3,24.4,31.0,23.8,68.4,0.001,100,4.17,rain,0.0,0.0,10.9,5.5,309.9,1022.9,53.7,1.7,70.7,5.9,3.0,,2025-01-19T08:21:02,2025-01-19T17:31:44,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",914.9583333
2025-01-20,41.1,32.4,35.9,40.6,29.6,34.8,30.8,81.9,0.004,100,8.33,rain,0.0,0.0,12.6,5.0,52.4,1019.2,71.2,4.0,60.9,5.1,3.0,,2025-01-20T08:20:15,2025-01-20T17:33:07,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",1245.875
2025-01-21,50.4,30.4,38.4,50.4,30.4,36.8,33.4,82.9,0.0,0,0.0,,0.0,0.0,17.0,7.2,121.7,1015.2,56.1,5.8,84.0,7.1,4.0,,2025-01-21T08:19:26,2025-01-21T17:34:32,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",3130.291667
2025-01-22,57.2,39.3,48.7,57.2,35.3,47.0,41.1,76.0,0.016,100,8.33,rain,0.0,0.0,30.0,10.7,203.3,1006.5,83.4,10.8,73.9,6.4,4.0,,2025-01-22T08:18:34,2025-01-22T17:35:57,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03248001,07379099999,03060001,07374099999,03180001,42253001,71491001,63125002",6227.583333
2025-01-23,50.0,33.9,41.7,46.0,26.9,37.4,37.4,85.0,0.213,100,25.0,rain,0.0,0.0,30.4,11.3,262.1,1013.4,81.5,13.0,48.9,4.1,3.0,,2025-01-23T08:17:40,2025-01-23T17:37:22,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03248001,07379099999,03060001,03180001,07374099999,42253001,71491001,63125002",10729.0
2025-01-24,54.5,34.9,45.8,54.5,29.7,43.6,27.4,49.4,0.0,0,0.0,,0.0,0.0,23.4,9.3,214.5,1013.3,97.6,11.2,36.1,2.9,2.0,,2025-01-24T08:16:43,2025-01-24T17:38:49,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",14990.875
2025-01-25,55.6,43.0,50.6,55.6,37.4,49.0,40.5,69.3,0.195,100,25.0,rain,0.0,0.0,33.1,12.2,203.6,1009.3,99.4,13.2,42.0,3.7,2.0,,2025-01-25T08:15:45,2025-01-25T17:40:16,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03248001,07379099999,03060001,07374099999,03180001,42253001,71491001,63125002",8885.0
2025-01-26,49.9,32.6,42.2,45.1,27.2,36.7,31.7,66.8,0.007,100,12.5,rain,0.0,0.0,36.9,13.3,197.9,1010.9,83.1,13.4,48.7,4.2,2.0,,2025-01-26T08:14:44,2025-01-26T17:41:43,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",14749.25
2025-01-27,50.3,42.9,47.9,50.3,39.5,44.0,40.8,76.6,0.212,100,62.5,rain,0.0,0.0,50.2,16.9,206.4,1001.3,96.4,12.5,26.6,2.4,1.0,,2025-01-27T08:13:41,2025-01-27T17:43:11,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03248001,07379099999,03060001,03180001,07374099999,42253001,71491001,63125002",17671.95833
2025-01-28,45.3,39.9,42.2,39.1,33.5,36.0,34.8,75.3,0.069,100,20.83,rain,0.0,0.2,39.6,14.0,227.4,1002.9,94.7,13.4,50.2,4.3,2.0,,2025-01-28T08:12:37,2025-01-28T17:44:39,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",18355.33333
2025-01-29,49.3,37.4,43.1,45.2,31.7,38.1,34.1,71.2,0.01,100,12.5,rain,0.0,0.0,35.0,13.0,208.1,1010.8,91.0,12.8,65.9,5.8,3.0,,2025-01-29T08:11:30,2025-01-29T17:46:08,0.0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",11438.16667
2025-01-30,46.9,38.4,42.3,45.5,32.5,40.3,38.5,86.7,0.172,100,45.83,rain,0.0,0.0,18.6,8.4,344.2,1015.9,83.3,11.5,50.3,4.3,2.0,,2025-01-30T08:10:21,2025-01-30T17:47:37,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",5697.75
2025-01-31,40.1,28.0,35.8,35.6,28.0,32.2,32.6,88.3,0.046,100,29.17,"rain,snow",0.0,0.3,18.4,8.3,315.5,1028.8,91.8,10.1,60.5,5.3,3.0,,2025-01-31T08:09:10,2025-01-31T17:49:06,0.07,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"03248001,07379099999,03060001,07374099999,03180001,42253001,71491001,63125002",4006.75
2025-02-01,35.6,27.9,31.6,35.6,24.0,28.7,29.7,92.8,0.0,0,0.0,,0.0,0.2,13.3,5.8,63.7,1027.5,97.1,7.1,85.5,7.5,4.0,,2025-02-01T08:07:58,2025-02-01T17:50:36,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",2833.0
2025-02-02,45.6,31.4,36.8,44.8,28.0,33.9,30.3,77.8,0.0,0,0.0,,0.0,0.2,12.0,6.1,356.5,1023.5,63.4,8.7,108.6,9.4,4.0,,2025-02-02T08:06:43,2025-02-02T17:52:05,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",1670.208333
2025-02-03,40.5,32.7,35.4,37.3,28.2,31.7,27.4,72.4,0.001,100,4.17,rain,0.0,0.0,13.1,6.1,350.4,1028.2,97.6,2.9,110.9,9.6,5.0,,2025-02-03T08:05:27,2025-02-03T17:53:35,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",1578.208333
2025-02-04,44.6,31.1,35.1,43.1,27.9,33.3,26.1,69.8,0.0,0,0.0,,0.0,0.0,9.6,4.9,72.2,1030.6,67.1,4.2,109.8,9.4,5.0,,2025-02-04T08:04:09,2025-02-04T17:55:05,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",2593.041667
2025-02-05,39.7,27.4,33.4,37.8,25.0,30.4,29.3,84.8,0.002,100,8.33,"rain,snow",0.0,0.1,17.1,6.5,17.3,1037.9,54.0,5.3,113.0,9.7,5.0,,2025-02-05T08:02:49,2025-02-05T17:56:35,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03248001,07379099999,03060001,07374099999,42253001,71491001,63125002",2187.208333
